,Hasil-Stemming,sentiment,sentiment_score
3641,thank you for the spirit of inspiration,netral,0.0
3642,Great initiative by district and city legal aid agencies hoping to guarantee access to the law for the Indonesian people,postif,0.5
3643,Mas ganjared the commander for playing around,netral,0.0
3644,Ganjar Mahfud gives opportunities for creativity and innovation of young people to support the development of creative industries,postif,0.3
3645,Sama Ganjar Mahfud builds a solid foundation for digital economic inclusion continued Viv,postif,0.06666666666666667
3646,Mahfud Mas' loyal friend ganjars support for the program,postif,0.3333333333333333
3647,ganjar the people of Indonesia's sincere hearts,postif,0.5
3648,community love duet how serious is Mahfud's ganjar for advancing umkm,postif,0.08333333333333334
3649,Mahfud already has an economic set,postif,0.2
3650,Goes but samarinda is a real step to support the growth of the umkm proof of caring for the mahfud sector,postif,0.2
3651,ganjar cheerfully lead people's love,postif,0.45
3652,Ganjar Mahfud really understands the need for promises of economic growth and is truly optimistic,postif,0.2
3653,results of Mahfud's ganjar Pinjol Nijkoes' responsive leadership mirror,netral,0.0
3654,fight for good the constitutional system is damaged by greedy political elites,postif,0.35
3655,bright program wow,postif,0.4
3656,Mas ganjars people for protected sharks,netral,0.0
3657,community love duet ganjar mahfud invite layers of society to support growing umkm the nation's economic locomotive,postif,0.35
3658,Ganjar Mahfud leads a fair presence in the digital economy,postif,0.35
3659,ganjar Mahfud's solid hand and hope to create social justice,postif,0.016666666666666666
3660,ganjar poor families dream of supporting athala,negatif,-0.07500000000000001
3661,ganjar the role models of the fighting people bro,netral,0.0
3662,Mahfud opens his eyes to the regulatory sidewalk infrastructure of the digital world,netral,0.0
3663,Professor Mahfud supports Andal Ganjar,netral,0.0
3664,May Mahfud create smart fair innovation change the digital economy quickly and esports,postif,0.3119047619047619
3665,ganjar Mahfud the great duo fight against the poor,postif,0.2
3666,family guarantee program,netral,0.0
3667,thank you atikoh md belongs to the vision of creating a rata rasa legal system,postif,0.2
3668,ganjar leads the obsession to lose Indonesia's poor,negatif,-0.4
3669,catching fish solution,postif,0.6
3670,The voice of the community is happy for the leader to care about the infrastructure like Mahfud not just looking at the physical,postif,0.4
3671,Need the courage to face the disruption of Mahfud's brave Jagger,postif,0.8
3672,Ganjar Mahfud is proof that the digital economy is the key to advancing the economy,netral,0.0
3673,Mahfud is an inspirational determination let's work together as corruption hinders economic growth,postif,0.35
3674,support Mahfud strongly in understanding the physical infrastructure of digitalization regulations,postif,0.21666666666666665
3675,ganjar mahfud economic program is really good growing like a real dream,postif,0.36666666666666664
3676,ganjar the people to continue fighting,netral,0.0
3677,ganjar leadership without empty words,negatif,-0.1
3678,ganjar for understanding the bright program,postif,0.7000000000000001
3679,Mahfud was amazed at the meaning of the infrastructure not the road the regulation of coating technology,netral,0.0
3680,ganjar Mahfud's enthusiasm for coming to work,netral,0.0
3681,Ganjar Mahfud guarantees abundant job opportunities,postif,0.6
3682,Congratulations on Ganjar Atikoh MD Fair Priority Encourage Formation Legal Aid Agency Steps to Benefit the People,postif,0.44999999999999996
3683,ganjar Mahfud to lead the earth,netral,0.0
3684,Mahfud MD's promotion trade integration has a positive impact on growing the creative economy sector,postif,0.36363636363636365
3685,ganjar Mahfud to eradicate corruption at its roots,netral,0.0
3686,poor people need a chance to be compassionate,negatif,-0.4
3687,Mahfud support mas ganjar excellent vision,postif,1.0
3688,ganjar poor hope,negatif,-0.4
3689,Ganjar Mahfud brought the spirit of strong economic diplomacy to Indonesia's international relations,postif,0.2111111111111111
3690,Mahfud is nervous about paying attention to the physical infrastructure of digitalization regulations,netral,0.0
3691,Wise ganjar Prof. Mahfud to bring the aspirations of the people of Jakarta in direction,postif,0.7
3692,Mahfud cool perspective physical infrastructure top digitalization regulations,postif,0.2833333333333333
3693,Mahfud Mas' loyal friend ganjars his support for the war against the poor,negatif,-0.033333333333333354
3694,Mahfud let's become a corruption-free Indonesia with a rocket-fast economic growth,postif,0.2
3695,ganjar understanding of the status of the paper people,netral,0.0
3696,believe in the vision of the corrupt Mahfud MD for a growing economy,negatif,-0.5
3697,Mahfud the hero hunts down corruptors when Mahfud MD chases them down,negatif,-0.15555555555555559
3698,workplace million numbers play,netral,0.0
3699,Tarik Mahfud talks about infrastructure construction projects digitalization regulations,netral,0.0
3700,ganjar the fish and give the keys to the ship,netral,0.0
3701,Mahfud leads corruption to eradicate economic growth,postif,0.2
3702,ganjar those who are good at eradicating poverty,postif,0.7
3703,spirit of gajar atikoh md forms legal aid agency city district fair access at the community level,postif,0.44999999999999996
3704,Mahfud MD's spirit of ganjar touches people's hearts,netral,0.0
3705,heterospace program is a strategic step for MSMEs to develop international market potential,netral,0.0
3706,Ganjar Pranowo Mahfud MD hopes that Indonesia will be alert to the negative impacts of the digital economy,negatif,-0.15
3707,forgot to bring tissue at work,netral,0.0
3708,economic growth creates job opportunities for the young generation,postif,0.15000000000000002
3709,life story number program,netral,0.0
3710,Very supportive Mahfud really cares about digital management infrastructure,postif,0.2833333333333334
3711,Mr. President ganjared the poor people for their work of loving fish,postif,0.09999999999999998
3712,ganjar the people's inspiration please,netral,0.0
3713,Pesak Odheng Mahfud is a symbol of true leadership wise lifestyle,postif,0.5249999999999999
3714,true leadership crashes into things that are wrong with the system,negatif,-0.07500000000000001
3715,The super micro initiative ganjar program creates opportunities for MSMEs to achieve continuous growth and reduce economic disparities,postif,0.26666666666666666
3716,ganjar Mahfud please teach Aehyuno real things,postif,0.2
3717,Mahfud Ganjar tag team is really cool,postif,0.35
3718,Pranowo ganjars people's representatives for commitment to progress,netral,0.0
3719,Mr Gangar said he would work,netral,0.0
3720,He said he was inferior in his plan to eradicate corruption the blood is running out the slogan is to resign wir corruptors,netral,0.0
3721,ganjar Mahfud. May Mahfud bring a breath of fresh air to the land of corruption,postif,0.3
3722,hashtag hope for a positive change program inspiration for the country's efforts hopefully it will bring blessings hope for Indonesia,postif,0.22727272727272727
3723,thank you ganjar mahfud for leading a wise hand on pinjol's complex issues,postif,0.19999999999999998
3724,ganjar mahfud lapak ganjar evidence of technology is an effective tool to support the development of umkm,postif,0.6
3725,ganjar together to change Indonesia,netral,0.0
3726,ganjar Mahfud's strong fight against corruption using top laws,postif,0.4666666666666667
3727,positive spirit ganjar atikoh md understanding guaranteed access to the law of the people shape of body help body law progressive step,postif,0.22727272727272727
3728,Mahfud is aware that the infrastructure for inanimate objects and technology is really good,postif,0.475
3729,Ganjar Mahfud promotes a culture of collaboration in the public private sector of the digital economy,netral,0.0
3730,Girlseri Ganjar Pranowo is united in supporting Gangar Agung Mahfud,postif,0.25
3731,ganjar poor families for leading the people,negatif,-0.4
3732,Hetero Space supports Ganjar Mahfud to open the doors of Indonesian MSMEs to collaborate in international business to create profitable synergies,netral,0.0
3733,ganjar Mahfud environmental creation support research and development in the digital technology sector encourage further innovation,netral,0.0
3734,ganjar mahfud may you put on the challenge of pinjol mahfud,netral,0.0
3735,I hope Atikoh MD's steps to ganjar will be inspired to lead the region to fight fairly in the realm of law,postif,0.7
3736,the ganjar is a different job field with a sweet promise,postif,0.175
3737,legal aid in the community the power to fight for their rights,postif,0.2
3738,lunch dinner program,netral,0.0
3739,ganjar actions meaning words,netral,0.0
3740,great ganjar mahfud promises to grow the economy may it really help the young generation,postif,0.3666666666666667
3741,Ganjar's lapak program is concrete evidence of Ganjar Mahfud's involvement in the digital economy community,postif,0.07500000000000001
3742,Mahfud MD is a great witness Mas Ganjar,postif,0.8
3743,focus on building the economy ganjar Mahfud and bring hope to the community,netral,0.0
3744,ganjar lost spirits poor bright hearts,postif,0.15000000000000002
3745,Mas ganjaring people's hearts is the main priority,postif,0.16666666666666666
3746,Mahfud's inspiration for designing regulations to support innovation and development of Indonesian technology,netral,0.0
3747,ganjar warm fresh morning coffee,postif,0.44999999999999996
3748,bring Indonesia ganjar program,netral,0.0
3749,super micro program real steps to create a conducive business climate for MSMEs to develop competitiveness,postif,0.26666666666666666
